_id,URL,address,address line 2,name,outcode,postcode,rating,type_of_food
55f14313c7447c3da705246d,http://www.just-eat.co.uk/restaurants-bigboyzpizza/menu,112 Windermere Avenue,Wembley,Big Boys Pizza,HA9,8RB,2,Pizza
55f14313c7447c3da705246e,http://www.just-eat.co.uk/restaurants-big-brother-manchester/menu,283 Liverpool Road,Manchester,Big Brother,M30,0QN,5,Pizza
55f14313c7447c3da705246f,http://www.just-eat.co.uk/restaurants-bigbrother-s41/menu,45 Sheffield Road,Chesterfield,Big Brother,S41,7LS,5,Pizza
55f14313c7447c3da7052470,http://www.just-eat.co.uk/restaurants-bigbs-s62/menu,Birchwood Avenue,Rotherham,Big B's,S62,7JW,4.5,Pizza
55f14313c7447c3da7052471,http://www.just-eat.co.uk/restaurants-bigcaesars-bt7/menu,50 Bradbury Place,Belfast,Big Caesars,BT7,1RU,4,Turkish
55f14313c7447c3da7052472,http://www.just-eat.co.uk/restaurants-bigchef-ch45/menu,239 Rake Lane,Wallasey,Big Chef,CH45,5DJ,5.5,Pizza
55f14313c7447c3da7052473,http://www.just-eat.co.uk/restaurants-bigchicken-b11/menu,373 Stratford Road,Birmingham,Big Chicken,B11,4JZ,5.5,Chicken
55f14313c7447c3da7052474,http://www.just-eat.co.uk/restaurants-bigchina-fy4/menu,374-376 Vicarage Lane,Lancashire,Big China,FY4,4LP,5.5,Chinese
55f14313c7447c3da7052475,http://www.just-eat.co.uk/restaurants-big-daddy-house-houghton-green/menu,2 Norris Street,Cheshire,Big Daddy House,WA2,7RL,Not yet rated,Breakfast
55f14313c7447c3da7052476,http://www.just-eat.co.uk/restaurants-bigetakeaway-ct9/menu,173 Northdown Road,Margate,Big E Takeaway & Diner,CT9,2PA,5.5,Kebab
55f14313c7447c3da7052477,http://www.just-eat.co.uk/restaurants-bigfatgourmet-sw8/menu,585 Wandsworth Road,London,Big Fat Gourmet,SW8,3JD,5,Burgers
55f14313c7447c3da7052478,http://www.just-eat.co.uk/restaurants-bigfatgourmet-sw8/menu,585 Wandsworth Road,London,Big Fat Gourmet,SW8,3JD,5,Burgers
55f14313c7447c3da7052479,http://www.just-eat.co.uk/restaurants-bigfatgourmet-sw8/menu,585 Wandsworth Road,London,Big Fat Gourmet,SW8,3JD,5,Burgers
55f14313c7447c3da705247a,http://www.just-eat.co.uk/restaurants-bigfellaspizzeria-hd1/menu,147 St Johns Road,Huddersfield,Big Fellas Pizzeria,HD1,5EY,4.5,Pizza
55f14313c7447c3da705247b,http://www.just-eat.co.uk/restaurants-bigfish-cf3/menu,100 Wentloog Road,Rumney,Big Fish,CF3,3EA,5.5,Fish & Chips
55f14313c7447c3da705247c,http://www.just-eat.co.uk/restaurants-bigfish-tn37/menu,387 London Road,Hastings,Big Fish - Collection Only,TN37,6PA,6,Fish & Chips
55f14313c7447c3da705247d,http://www.just-eat.co.uk/restaurants-biggsdiner-wf16/menu,7 High Street,Heckmondwike,Big G's Diner,WF16,0JA,5,American
55f14313c7447c3da705247e,http://www.just-eat.co.uk/restaurants-biggsdiner-wf16/menu,7 High Street,Heckmondwike,Big G's Diner,WF16,0JA,5,American
55f14313c7447c3da705247f,http://www.just-eat.co.uk/restaurants-big-joes-milton-keynes/menu,61 Alsten Drive,Milton Keynes,Big Joe's,MK13,9HB,5.5,Pizza
55f14313c7447c3da7052480,http://www.just-eat.co.uk/restaurants-bigjoes-mk40/menu,3 Boswell Place,Bedford,Big Joe's,MK40,2PX,5.5,Pizza
55f14313c7447c3da7052481,http://www.just-eat.co.uk/restaurants-big-joes-milton-keynes/menu,61 Alsten Drive,Milton Keynes,Big Joe's,MK13,9HB,5.5,Pizza
55f14313c7447c3da7052482,http://www.just-eat.co.uk/restaurants-bigmamas-gu21/menu,91 Walton Road,Surrey,Big Mamas,GU21,5DW,3.5,American
55f14313c7447c3da7052483,http://www.just-eat.co.uk/restaurants-big-mamas-l13/menu,46 Oakhill Road,Liverpool,Big Mamas,L13,5UF,5,Pizza
55f14313c7447c3da7052484,http://www.just-eat.co.uk/restaurants-big-mamas-silverwood/menu,20 Edward Street,Lurgan,Big Mama's,BT66,6DB,2.5,Curry
55f14313c7447c3da7052485,http://www.just-eat.co.uk/restaurants-bigmamas-ne8/menu,228 Durham Road,Gateshead,Big Mama's,NE8,4JR,4,Pizza
55f14313c7447c3da7052486,http://www.just-eat.co.uk/restaurants-bigmamas-ne8/menu,228 Durham Road,Gateshead,Big Mama's,NE8,4JR,4,Pizza
55f14313c7447c3da7052487,http://www.just-eat.co.uk/restaurants-bigmamas-s72/menu,256 Barnsley Road,Barnsley,Big Mama's,S72,8SS,5,Pizza
55f14313c7447c3da7052488,http://www.just-eat.co.uk/restaurants-bigmamasburrito-sw8/menu,Unit 20C 15-17 Ingate Place,London,Big Mama's Burrito,SW8,3NS,5,Mexican
55f14313c7447c3da7052489,http://www.just-eat.co.uk/restaurants-bigmamasburrito-sw8/menu,Unit 20C 15-17 Ingate Place,London,Big Mama's Burrito,SW8,3NS,5,Mexican
55f14313c7447c3da705248a,http://www.just-eat.co.uk/restaurants-big-mamma-m28/menu,127 Mosley Common Road,Worsley,Big Mamma,M28,1AH,5,Pizza
55f14313c7447c3da705248b,http://www.just-eat.co.uk/restaurants-bigmamma-bl5/menu,89 St George's Avenue,Westhoughton,Big Mamma Pizza & Peri Peri Chicken,BL5,2EZ,5,Chicken
55f14313c7447c3da705248c,http://www.just-eat.co.uk/restaurants-bigmamma-bl5/menu,89 St George's Avenue,Westhoughton,Big Mamma Pizza & Peri Peri Chicken,BL5,2EZ,5,Chicken
55f14313c7447c3da705248d,http://www.just-eat.co.uk/restaurants-bigmamma-bl5/menu,89 St George's Avenue,Westhoughton,Big Mamma Pizza & Peri Peri Chicken,BL5,2EZ,5,Chicken
55f14313c7447c3da705248e,http://www.just-eat.co.uk/restaurants-big-mammas-ne22/menu,4 Palace Road,Bedlington,Big Mammas,NE22,7DR,5,Pizza
55f14313c7447c3da705248f,http://www.just-eat.co.uk/restaurants-big-mammas/menu,5 Harland Place,Stockon-on-Tees,Big Mamma's,TS20,1AL,4.5,Pizza
55f14313c7447c3da7052490,http://www.just-eat.co.uk/restaurants-BigMansFishNGrillCO1/menu,120 High Street,Colchester,Big Man's Fish 'N' Grill,CO1,1SZ,4.5,American
55f14313c7447c3da7052491,http://www.just-eat.co.uk/restaurants-big-mikes-calypso-kitchen/menu,1 Wisen Road,Surrey,Big Mike's Calypso Kitchen,CR8,2NQ,5.5,Caribbean
55f14313c7447c3da7052492,http://www.just-eat.co.uk/restaurants-big-mos-enfield/menu,238 High Street,Enfield,Big Mo's,EN3,4EZ,4.5,American
55f14313c7447c3da7052493,http://www.just-eat.co.uk/restaurants-big-mos-enfield/menu,238 High Street,Enfield,Big Mo's,EN3,4EZ,4.5,American
55f14313c7447c3da7052494,http://www.just-eat.co.uk/restaurants-big-mos-enfield/menu,238 High Street,Enfield,Big Mo's,EN3,4EZ,4.5,American
55f14313c7447c3da7052495,http://www.just-eat.co.uk/restaurants-bigmouth-sw8/menu,Unit 20C 15-17 Ingate Place,London,Big Mouth BBQ,SW8,3NS,5,American
55f14313c7447c3da7052496,http://www.just-eat.co.uk/restaurants-bigmouth-sw8/menu,Unit 20C 15-17 Ingate Place,London,Big Mouth BBQ,SW8,3NS,5,American
55f14313c7447c3da7052497,http://www.just-eat.co.uk/restaurants-bigmunch-l26/menu,Halewood Shopping Centre,Halewood,Big Munch,L26,0AD,4.5,Chicken
55f14313c7447c3da7052498,http://www.just-eat.co.uk/restaurants-big-n-tasty-north-shields/menu,20a Saville Street West,Tyne & Wear,Big N Tasty,NE29,6QR,5,Sandwiches
55f14313c7447c3da7052499,http://www.just-eat.co.uk/restaurants-bigphillersdeli-ne27/menu,Old Club Building,Tyne and Wear,Big Phil'lers Deli,NE27,0EP,5,Breakfast
55f14313c7447c3da705249a,http://www.just-eat.co.uk/restaurants-bigportionbr1/menu,79 Buent Ash Lane,Bromley,Big Portion,BR1,5AA,5,Turkish
55f14313c7447c3da705249b,http://www.just-eat.co.uk/restaurants-big-portion/menu,110 Buttermarket Street,Warrington,Big Portion,WA1,2NZ,5,Turkish
55f14313c7447c3da705249c,http://www.just-eat.co.uk/restaurants-bigsaj-b32/menu,28 Illeybrook Square,Woodgate Vally,Big Saj,B32,3DD,4.5,Pizza
55f14313c7447c3da705249d,http://www.just-eat.co.uk/restaurants-bigsaj-b12/menu,231 Edward Road,Birmingham,Big Saj,B12,9LH,6,Kebab
55f14313c7447c3da705249e,http://www.just-eat.co.uk/restaurants-bigsaj-b12/menu,231 Edward Road,Birmingham,Big Saj,B12,9LH,6,Kebab
55f14313c7447c3da705249f,http://www.just-eat.co.uk/restaurants-BigSammysLU1/menu,13 Upper George Street,Luton,Big Sammys - Pizza Kebab Burger House,LU1,2RD,4.5,Pizza
55f14313c7447c3da70524a0,http://www.just-eat.co.uk/restaurants-big-sams/menu,10 Cowbridge Road,Pontyclun,Big Sam's,CF72,9ED,4.5,English
55f14313c7447c3da70524a1,http://www.just-eat.co.uk/restaurants-BigStar-CF44/menu,36 Bronallt Terrace,Aberdare,Big Star,CF44,6BP,5,Fish & Chips
55f14313c7447c3da70524a2,http://www.just-eat.co.uk/restaurants-bigwok-ab25/menu,411-413 George Street,Aberdeen,Big Wok,AB25,1ER,4.5,Chinese
55f14313c7447c3da70524a3,http://www.just-eat.co.uk/restaurants-bigfellas-pizzeria/menu,Unit 205 Bretton Street,Dewsbury,Bigfellas Pizzeria,WF12,9DB,4.5,Pizza
55f14313c7447c3da70524a4,http://www.just-eat.co.uk/restaurants-bigg-market-chippy-spital-tongues/menu,17 Bigg Market,Newcastle upon Tyne,Bigg Market Chippy,NE1,1UN,5.5,Fish & Chips
55f14313c7447c3da70524a5,http://www.just-eat.co.uk/restaurants-bigg-market-chippy-spital-tongues/menu,17 Bigg Market,Newcastle upon Tyne,Bigg Market Chippy,NE1,1UN,5.5,Fish & Chips
55f14313c7447c3da70524a6,http://www.just-eat.co.uk/restaurants-biggapotcaribbean-b20/menu,15 College Road,Birmingham,Biggapot Caribbean - Collection Only,B20,2HY,6,Caribbean
55f14313c7447c3da70524a7,http://www.just-eat.co.uk/restaurants-biggiesburgers-ls6/menu,42 Royal Park Road,Leeds,Biggie's Burgers,LS6,1HX,4.5,Burgers
55f14313c7447c3da70524a8,http://www.just-eat.co.uk/restaurants-biggiesburgers-ls6/menu,42 Royal Park Road,Leeds,Biggie's Burgers,LS6,1HX,4.5,Burgers
55f14313c7447c3da70524a9,http://www.just-eat.co.uk/restaurants-bikashtandoori-cm8/menu,2 Maldon Road,Essex,Bikash Tandoori,CM8,2AB,5.5,Curry
55f14313c7447c3da70524aa,http://www.just-eat.co.uk/restaurants-bikashtandoori-cm8/menu,2 Maldon Road,Essex,Bikash Tandoori,CM8,2AB,5.5,Curry
55f14313c7447c3da70524ab,http://www.just-eat.co.uk/restaurants-bikkleisland-bs5/menu,402 Stapleton Road,Bristol,Bikkle Island,BS5,6NQ,3.5,Caribbean
55f14313c7447c3da70524ac,http://www.just-eat.co.uk/restaurants-bikkleisland-bs5/menu,402 Stapleton Road,Bristol,Bikkle Island,BS5,6NQ,3.5,Caribbean
55f14313c7447c3da70524ad,http://www.just-eat.co.uk/restaurants-bilalspicewf10/menu,18 Beancroft Road,Castleford,Bilal Spice,WF10,5BW,4.5,Curry
55f14313c7447c3da70524ae,http://www.just-eat.co.uk/restaurants-bilalspicewf10/menu,18 Beancroft Road,Castleford,Bilal Spice,WF10,5BW,4.5,Curry
55f14313c7447c3da70524af,http://www.just-eat.co.uk/restaurants-bilal-tandoori-auchterarder/menu,156 High Street,Perthshire,Bilal Tandoori,PH3,1AD,5.5,Curry
55f14313c7447c3da70524b0,http://www.just-eat.co.uk/restaurants-bilal-tandoori-auchterarder/menu,156 High Street,Perthshire,Bilal Tandoori,PH3,1AD,5.5,Curry
55f14313c7447c3da70524b1,http://www.just-eat.co.uk/restaurants-bilals-ls12/menu,238 Tong Road,Leeds,Bilals,LS12,3BG,5,Curry
55f14313c7447c3da70524b2,http://www.just-eat.co.uk/restaurants-bilalss21/menu,49 Market Street,Sheffield,Bilals,S21,4EG,5.5,Curry
55f14313c7447c3da70524b3,http://www.just-eat.co.uk/restaurants-bilals-bt19/menu,104 Unit 2 Rathgael Road,Bangor,Bilal's,BT19,1RS,5,Curry
55f14313c7447c3da70524b4,http://www.just-eat.co.uk/restaurants-bilals-bt23/menu,86 Frances Street,Newtownards,Bilal's,BT23,7DY,5,Curry
55f14313c7447c3da70524b5,http://www.just-eat.co.uk/restaurants-bilastandoori-tw11/menu,4 Broad Street,Teddington,Bilas Tandoori,TW11,8RF,5.5,Curry
